--------- beginning of crash
07-09 15:47:55.742  1151  1151 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:55.742  1151  1151 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:55.742  1151  1151 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:55.920  1153  1153 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:55.920  1153  1153 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:55.920  1153  1153 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:56.266  1212  1317 I meow_lib: mtk-brm-commit-id:fd5bcd7aeba2f3e34241290c2e25c82f0c4e988d
07-09 15:47:56.266  1212  1317 I meow_lib: mtk-brm-change-id:Ib6376eb9f04a5b0fd3b34c055af103b87c7c80ac
07-09 15:47:56.266  1212  1317 I meow_lib: mtk-brm-merge-id:none
07-09 15:47:56.338  1212  1317 I libged  : mtk-brm-commit-id:722d4d057786ee46754f9b77939cdc75d12fa06f
07-09 15:47:56.338  1212  1317 I libged  : mtk-brm-change-id:I4573b37dc671335b64083430a22026f187852e25
07-09 15:47:56.338  1212  1317 I libged  : mtk-brm-merge-id:none
07-09 15:47:56.339  1212  1317 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:56.339  1212  1317 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:56.339  1212  1317 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:56.373  1212  1317 I libGLES_mali: mtk-brm-commit-id:b8cb4240da48dc7bb5e0797774fab31af08ef59d
07-09 15:47:56.375  1212  1317 I libGLES_mali: mtk-brm-change-id:Iba9e1f53e8a0b631534505f1ee6bc05742c31af5
07-09 15:47:56.375  1212  1317 I libGLES_mali: mtk-brm-merge-id:none
07-09 15:47:56.674  1319  1319 I libimsma_adapt: mtk-brm-commit-id:8783a29bae0ae84a456239f3212f27bdafa94c91
07-09 15:47:56.674  1319  1319 I libimsma_adapt: mtk-brm-change-id:Iee598bb542f5de895a4b71649fbc79b2d93bc3de
07-09 15:47:56.674  1319  1319 I libimsma_adapt: mtk-brm-merge-id:none
07-09 15:47:56.895  1212  1317 I libMEOW_gift: mtk-brm-commit-id:b59bc59925939e58e917d73bb70589903975f54a
07-09 15:47:56.895  1212  1317 I libMEOW_gift: mtk-brm-change-id:I094ebd0dbb735cad04d8464f33f48954f3e5909d
07-09 15:47:56.895  1212  1317 I libMEOW_gift: mtk-brm-merge-id:none
07-09 15:47:56.922  1437  1437 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:56.923  1437  1437 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:56.923  1437  1437 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:57.897  1638  1749 I meow_lib: mtk-brm-commit-id:fd5bcd7aeba2f3e34241290c2e25c82f0c4e988d
07-09 15:47:57.897  1638  1749 I meow_lib: mtk-brm-change-id:Ib6376eb9f04a5b0fd3b34c055af103b87c7c80ac
07-09 15:47:57.897  1638  1749 I meow_lib: mtk-brm-merge-id:none
07-09 15:47:57.915  1638  1749 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:57.915  1638  1749 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:57.915  1638  1749 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:57.985  1638  1749 I libMEOW_gift: mtk-brm-commit-id:b59bc59925939e58e917d73bb70589903975f54a
07-09 15:47:57.985  1638  1749 I libMEOW_gift: mtk-brm-change-id:I094ebd0dbb735cad04d8464f33f48954f3e5909d
07-09 15:47:57.985  1638  1749 I libMEOW_gift: mtk-brm-merge-id:none
07-09 15:47:58.409  1395  1395 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:58.409  1395  1395 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:58.409  1395  1395 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:59.098  1138  1138 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-09 15:47:59.098  1138  1138 I libpq_sec: mtk-brm-change-id:none
07-09 15:47:59.098  1138  1138 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-09 15:47:59.137  1138  1138 I meow_lib: mtk-brm-commit-id:fd5bcd7aeba2f3e34241290c2e25c82f0c4e988d
07-09 15:47:59.137  1138  1138 I meow_lib: mtk-brm-change-id:Ib6376eb9f04a5b0fd3b34c055af103b87c7c80ac
07-09 15:47:59.137  1138  1138 I meow_lib: mtk-brm-merge-id:none
07-09 15:47:59.178  1138  1138 I libMEOW_gift: mtk-brm-commit-id:b59bc59925939e58e917d73bb70589903975f54a
07-09 15:47:59.178  1138  1138 I libMEOW_gift: mtk-brm-change-id:I094ebd0dbb735cad04d8464f33f48954f3e5909d
07-09 15:47:59.178  1138  1138 I libMEOW_gift: mtk-brm-merge-id:none
07-09 16:07:14.163  1194  1194 I liboemcrypto: mtk-brm-commit-id:9504ca4d9fe90b18cc868bffca3317a0b06d4f0e
07-09 16:07:14.163  1194  1194 I liboemcrypto: mtk-brm-change-id:I1329c9c99dd4a140cd413bfc9aec757077413c57
07-09 16:07:14.163  1194  1194 I liboemcrypto: mtk-brm-merge-id:none
07-11 10:04:02.551  4082  4082 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-11 10:04:02.551  4082  4082 I libpq_sec: mtk-brm-change-id:none
07-11 10:04:02.551  4082  4082 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-11 10:04:13.927  4471  4471 I libpq_sec: mtk-brm-commit-id:d105a54e26eb754d7af7443feccbbe2e6831f785
07-11 10:04:13.927  4471  4471 I libpq_sec: mtk-brm-change-id:none
07-11 10:04:13.927  4471  4471 I libpq_sec: mtk-brm-merge-id:f0056ab  83dcbdf
07-11 18:09:01.103  5976  5976 E AndroidRuntime: FATAL EXCEPTION: main
07-11 18:09:01.103  5976  5976 E AndroidRuntime: Process: com.zarz.spotiflac, PID: 5976
07-11 18:09:01.103  5976  5976 E AndroidRuntime: java.lang.RuntimeException: Unable to stop service com.ryanheise.audioservice.AudioService@a52b5e0: java.lang.RuntimeException: Cannot execute operation because FlutterJNI is not attached to native.
07-11 18:09:01.103  5976  5976 E AndroidRuntime: 	at android.app.ActivityThread.handleStopService(ActivityThread.java:5239)
07-11 21:18:22.078  1212  1300 I BufferQueueDebug: [Surface(name=b4dca9b StatusBar)/@0x9381c9 - animation-leash of insets_animation#33696](this:0xb400007667bc09a0,id:-1,api:0,p:-1,c:-1) BufferQueue core=(1212:/system/bin/surfaceflinger)
07-11 21:18:22.079  1212  1300 I BufferQueueDebug: [Surface(name=d29002e NavigationBar0)/@0xacfb0ce - animation-leash of insets_animation#33697](this:0xb400007667be2c60,id:-1,api:0,p:-1,c:-1) BufferQueue core=(1212:/system/bin/surfaceflinger)
07-11 21:18:22.080  1861  2335 I WindowManager: Relayout Window{f61f11a u0 com.kaon.music/com.kaon.music.MainActivity}: oldVis=4 newVis=0 focusMayChange = true requestedWidth = 720 requestedHeight = 1604 outFrames = ClientWindowFrames{frame=[0,0][720,1604] display=[0,0][720,1604] parentFrame=[0,0][0,0]} outSurfaceControl = Surface(name=com.kaon.music/com.kaon.music.MainActivity)/@0x770e158
07-11 21:18:22.082  1182  1210 I mtkpower@impl: [setMode] type:6, enabled:1
07-11 21:18:22.082  1182  1210 E mtkpower@impl: [setMode] unknown type
07-11 21:18:22.086  4822  4822 E FBI     : Can't load library: dlopen failed: library "libmagtsync.so" not found
07-11 21:18:22.103  1212  1212 I SurfaceFlinger: onHandleDestroyed: name=Surface(name=d29002e NavigationBar0)/@0xacfb0ce - animation-leash of insets_animation#33692, layerId=33692, parentId=0
07-11 21:18:22.103  1212  1212 I SurfaceFlinger: onHandleDestroyed: name=Surface(name=b4dca9b StatusBar)/@0x9381c9 - animation-leash of insets_animation#33691, layerId=33691, parentId=0
07-11 21:18:22.105  1182  1210 I mtkpower@impl: [setMode] type:6, enabled:0
07-11 21:18:22.105  1182  1210 E mtkpower@impl: [setMode] unknown type
07-11 21:18:22.114  1212  1212 I BufferQueueDebug: [Surface(name=d29002e NavigationBar0)/@0xacfb0ce - animation-leash of insets_animation#33692](this:0xb400007667b81f40,id:-1,api:0,p:-1,c:1212) onDestructor()
07-11 21:18:22.114  1212  1212 I BufferQueueDebug: [Surface(name=b4dca9b StatusBar)/@0x9381c9 - animation-leash of insets_animation#33691](this:0xb400007667bdfed0,id:-1,api:0,p:-1,c:1212) onDestructor()
07-11 21:18:22.186  4822  4845 I GrallocExtra: gralloc_extra_query:is_SW3D 0
07-11 21:18:22.216  4822  4845 I GrallocExtra: gralloc_extra_query:is_SW3D 0
07-11 21:18:22.227  1861  1885 I PowerHalWrapper: amsBoostNotify pid:2034,activity:bitpit.launcher.ui.HomeActivity, package:bitpit.launcher, mProcessCreatePackcom.kaon.music 
07-11 21:18:22.227  1861  1885 I PowerHalWrapper: state: 0 
07-11 21:18:22.227  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:18:22.228  1861  1885 I ScnModule: [GameDetection] packname: bitpit.launcher, apkSize: 10569049. 
07-11 21:18:22.229  1861  1885 I mtkpower_client: [PowerHal_Wrap_notifyAppState] bitpit.launcher/bitpit.launcher.ui.HomeActivity pid=2034 activityId:129975422 state:0
07-11 21:18:22.229  1169  1169 I vendor.mediatek.hardware.mtkpower_applist-service.mediatek: packName: bitpit.launcher actName: bitpit.launcher.ui.HomeActivity pid: 2034 activityId: 129975422 uid: 10317 state: 0
07-11 21:18:22.229  1169  1169 I MTK_APPList: [notifyAPPstate] bitpit.launcher/bitpit.launcher.ui.HomeActivity, pid=2034, activityId=129975422, uid=10317, state:PAUSED, fps:-1, win:0
07-11 21:18:22.229  1169  1169 I MTK_APPList: [notifyAPPstate] multi_resumed_app_count: 1
07-11 21:18:22.229  1169  1169 I MTK_APPList: [notifyAPPstate] multi_resumed_app_info[0] com.kaon.music/com.kaon.music.MainActivity, pid:4822, activityId:174637136, fps:-1, isMultiWindow:0
07-11 21:18:22.229  1169  1169 I MTK_APPList: [getForegroundAPPCount] 1
07-11 21:18:22.229  1169  1169 I MTK_APPList: [notifyNetdUID] 10303
07-11 21:18:22.230  1212  1212 I BufferQueueProducer: [FramebufferSurface](this:0xb4000074f7958f50,id:-1,api:1,p:1212,c:1212) queueBuffer: fps=6.37 dur=1099.29 max=590.17 min=7.88
07-11 21:18:22.230  1151  1163 I hwcomposer: [HWCDisplay] (0 updateFps():3644), (type:1, mode:2) fps:6.370283,dur:1098.85,max:590.17,min:7.76  
07-11 21:18:22.231  1169  1169 I MTK_APPList: [notifyPID] 4822
07-11 21:18:22.231  1182  1243 I libPowerHal: [perfSetSysInfo] pid type:24, 4822
07-11 21:18:22.232  1861  1885 I PowerHalWrapper: amsBoostNotify AMS_BOOST_PROCESS_CREATE_BOOST:true 
07-11 21:18:22.232  1169  1227 I libPerfCtl: xgfGetFPS pid:1212 fps:-1
07-11 21:18:22.232  1169  1227 I libPerfCtl: xgfGetFPS pid:2199 fps:-1
07-11 21:18:22.233  1169  1227 I libPerfCtl: xgfGetFPS pid:4822 fps:-1
07-11 21:18:22.233  1861  1882 I ActivityTaskManager: Displayed com.kaon.music/.MainActivity for user 0: +2s818ms COLD
07-11 21:18:22.234  1212  1300 I BufferQueueDebug: [Surface(name=1d5a5a Splash Screen com.kaon.music)/@0x34908ed - animation-leash of window_animation#33698](this:0xb400007667bdfed0,id:-1,api:0,p:-1,c:-1) BufferQueue core=(1212:/system/bin/surfaceflinger)
07-11 21:18:22.236  2034  2034 W WindowOnBackDispatcher: sendCancelIfRunning: isInProgress=false callback=b.IAmgRngQCyHGw7iB8@5958427
07-11 21:18:22.240  1182  1210 I mtkpower@impl: [setMode] type:6, enabled:1
07-11 21:18:22.240  1182  1210 E mtkpower@impl: [setMode] unknown type
07-11 21:18:22.246  1861  2335 W InputManager-JNI: Input channel object '1d5a5a Splash Screen com.kaon.music (client)' was disposed without first being removed with the input manager!
07-11 21:18:22.252  4822  4836 I HWUI    : Davey! duration=1527ms; Flags=1, FrameTimelineVsyncId=27049769, IntendedVsync=80741930183725, Vsync=80742364169524, InputEventId=0, HandleInputStart=80742367959427, AnimationStart=80742367978273, PerformTraversalsStart=80742368200042, DrawStart=80743387872042, FrameDeadline=80741950183725, FrameInterval=80742367212350, FrameStartTime=11127841, SyncQueued=80743421845965, SyncStart=80743421970811, IssueDrawCommandsStart=80743422709273, SwapBuffers=80743455818196, FrameCompleted=80743458192734, DequeueBufferDuration=18846, QueueBufferDuration=610769, GpuCompleted=80743456468350, SwapBuffersCompleted=80743458192734, DisplayPresentTime=72904454231359566, CommandSubmissionCompleted=80743455818196, 
07-11 21:18:22.258  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:18:22.258  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:18:22.258  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:18:22.258  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:18:22.258  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:18:22.258  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:18:22.259  1212  1212 I SurfaceFlinger: onHandleDestroyed: name=bitpit.launcher/bitpit.launcher.ui.HomeActivity#33675, layerId=33675, parentId=0
07-11 21:18:22.272  1212  1212 I BufferQueueDebug: [bitpit.launcher/bitpit.launcher.ui.HomeActivity#33675](this:0xb400007667c40bf0,id:-1,api:0,p:-1,c:1212) onDestructor()
07-11 21:18:22.333  4822  4822 I Choreographer: Skipped 100 frames!  The application may be doing too much work on its main thread.
07-11 21:18:22.399  4822  4836 I HWUI    : Davey! duration=1177ms; Flags=0, FrameTimelineVsyncId=27050149, IntendedVsync=80742453176940, Vsync=80743565948140, InputEventId=0, HandleInputStart=80743574282888, AnimationStart=80743574288042, PerformTraversalsStart=80743617496427, DrawStart=80743622888965, FrameDeadline=80743485825783, FrameInterval=80743573229965, FrameStartTime=11127712, SyncQueued=80743624205042, SyncStart=80743624376119, IssueDrawCommandsStart=80743624543734, SwapBuffers=80743628837888, FrameCompleted=80743631135196, DequeueBufferDuration=28616, QueueBufferDuration=598385, GpuCompleted=80743631135196, SwapBuffersCompleted=80743629938504, DisplayPresentTime=144115222452437076, CommandSubmissionCompleted=80743628837888, 
07-11 21:18:22.425  1212  1212 I SurfaceFlinger: onHandleDestroyed: name=Splash Screen com.kaon.music#33689, layerId=33689, parentId=0
07-11 21:18:22.425  1212  1212 I SurfaceFlinger: onHandleDestroyed: name=Surface(name=1d5a5a Splash Screen com.kaon.music)/@0x34908ed - animation-leash of window_animation#33698, layerId=33698, parentId=0
07-11 21:18:22.425  1212  1212 I SurfaceFlinger: onHandleDestroyed: name=1d5a5a Splash Screen com.kaon.music#33688, layerId=33688, parentId=0
07-11 21:18:22.435  1861  1997 I ImeTracker: com.kaon.music:f2244ecb: onRequestHide at ORIGIN_SERVER reason HIDE_UNSPECIFIED_WINDOW fromUser false
07-11 21:18:22.435  1861  1997 I ImeTracker: com.kaon.music:f2244ecb: onCancelled at PHASE_SERVER_SHOULD_HIDE
07-11 21:18:22.437  1212  1212 I BufferQueueDebug: [1d5a5a Splash Screen com.kaon.music#33688](this:0xb400007667b573d0,id:-1,api:0,p:-1,c:1212) onDestructor()
07-11 21:18:22.437  1212  1212 I BufferQueueDebug: [Surface(name=1d5a5a Splash Screen com.kaon.music)/@0x34908ed - animation-leash of window_animation#33698](this:0xb400007667bdfed0,id:-1,api:0,p:-1,c:1212) onDestructor()
07-11 21:18:22.437  1212  1212 I BufferQueueDebug: [Splash Screen com.kaon.music#33689](this:0xb400007667c494a0,id:-1,api:0,p:-1,c:1212) onDestructor()
07-11 21:18:22.441  1031  1031 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2276 
07-11 21:18:22.442  1212  1300 I BufferQueueDebug: [Surface(name=6eb0ce3 InputMethod)/@0x2713c6a - animation-leash of insets_animation#33699](this:0xb400007667c40bf0,id:-1,api:0,p:-1,c:-1) BufferQueue core=(1212:/system/bin/surfaceflinger)
07-11 21:18:22.443  1031  1031 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatusInternal():129 repeatCheckTimes = 0, locked = false
07-11 21:18:22.444  1031  1031 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1460 onStartInput(EditorInfo{EditorInfo{packageName=com.kaon.music, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
07-11 21:18:22.444  1031  1031 W LatinIMEBase: LatinIMEBase.updateInputViewCoverNavigation():322 Null input view, cannot update padding!
07-11 21:18:22.446  1031  1031 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatusInternal():129 repeatCheckTimes = 1, locked = false
07-11 21:18:22.448  1861  1883 E ApplicationHelper: Fail to get PackageManager
07-11 21:18:22.451  1861 10442 W PackageConfigPersister: App-specific configuration not found for packageName: com.kaon.music and userId: 0
07-11 21:18:22.451  1737  3236 I FontLog : (REDACTED) Received query %s, URI %s
07-11 21:18:22.451  1737  3236 I FontLog : (REDACTED) Query [%s] resolved to %s
07-11 21:18:22.453  1737  3236 I FontLog : (REDACTED) Fetch %s end status %s
07-11 21:18:22.459  1737  3236 I FontLog : (REDACTED) Pulling font file for id = %d, cache size = %d
07-11 21:18:22.466  1737  3236 I FontLog : (REDACTED) Pulling font file for id = %d, cache size = %d
07-11 21:18:22.470  1212  1212 I SurfaceFlinger: onHandleDestroyed: name=Surface(name=6eb0ce3 InputMethod)/@0x2713c6a - animation-leash of insets_animation#33685, layerId=33685, parentId=0
07-11 21:18:22.481  1212  1212 I BufferQueueDebug: [Surface(name=6eb0ce3 InputMethod)/@0x2713c6a - animation-leash of insets_animation#33685](this:0xb4000076679620d0,id:-1,api:0,p:-1,c:1212) onDestructor()
07-11 21:18:22.491  1212  1212 I BufferQueueProducer: [StatusBar#87](this:0xb40000766796d710,id:-1,api:0,p:-1,c:1212) queueBuffer: fps=5.99 dur=1001.53 max=946.63 min=9.13
07-11 21:18:22.655  4822  4822 I MediaSessionImpl: Init a6df0f6 [AndroidXMedia3/1.10.1] [lamul, moto g05, motorola, 35]
07-11 21:18:22.692  1861  1861 W libc    : Access denied finding property "vendor.mbrain.battery"
07-11 21:18:22.694  1861 10442 I MediaSessionStack: addSession to bottom of stack | record: com.kaon.music/androidx.media3.session.id./47 (userId=0)
07-11 21:18:22.708  1861 10442 I AppsFilter: interaction: PackageSetting{5d580b0 com.kaon.music/10303} -> PackageSetting{6841992 com.google.android.projection.gearhead/10130} BLOCKED
07-11 21:18:22.709  4822  4841 E ActivityThread: Failed to find provider info for androidx.car.app.connection
07-11 21:18:22.718  1861  1861 W libc    : Access denied finding property "vendor.mbrain.battery"
07-11 21:18:22.722  4822  4866 E AndroidRuntime: FATAL EXCEPTION: DefaultDispatcher-worker-3
07-11 21:18:22.722  4822  4866 E AndroidRuntime: Process: com.kaon.music, PID: 4822
07-11 21:18:22.722  4822  4866 E AndroidRuntime: android.database.sqlite.SQLiteConstraintException: FOREIGN KEY constraint failed (code 787 SQLITE_CONSTRAINT_FOREIGNKEY)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at android.database.sqlite.SQLiteConnection.nativeExecute(Native Method)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at android.database.sqlite.SQLiteConnection.execute(SQLiteConnection.java:743)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at android.database.sqlite.SQLiteSession.execute(SQLiteSession.java:645)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at android.database.sqlite.SQLiteStatement.execute(SQLiteStatement.java:47)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.sqlite.db.framework.FrameworkSQLiteStatement.execute(FrameworkSQLiteStatement.android.kt:30)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.sqlite.driver.SupportSQLiteStatement$OtherSQLiteStatement.step(SupportSQLiteStatement.android.kt:588)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.EntityInsertAdapter.insert(EntityInsertAdapter.kt:59)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.EntityUpsertAdapter.upsert(EntityUpsertAdapter.kt:75)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at com.kaon.music.media.library.db.dao.LibrarySyncDao_Impl.upsertSongs$lambda$0(LibrarySyncDao_Impl.kt:226)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at com.kaon.music.media.library.db.dao.LibrarySyncDao_Impl$$ExternalSyntheticLambda2.invoke(D8$$SyntheticClass:0)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt$performSuspending$lambda$1$$inlined$internalPerform$1$1.invokeSuspend(DBUtil.kt:61)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt$performSuspending$lambda$1$$inlined$internalPerform$1$1.invoke(DBUtil.kt:8)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt$performSuspending$lambda$1$$inlined$internalPerform$1$1.invoke(DBUtil.kt:4)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection.transaction(PassthroughConnectionPool.kt:127)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection.access$transaction(PassthroughConnectionPool.kt:77)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection$withTransaction$2.invokeSuspend(PassthroughConnectionPool.kt:103)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection$withTransaction$2.invoke(PassthroughConnectionPool.kt:8)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection$withTransaction$2.invoke(PassthroughConnectionPool.kt:2)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.RoomDatabaseKt__RoomDatabase_androidKt.compatTransactionCoroutineExecute(RoomDatabase.android.kt:2184)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.RoomDatabaseKt.compatTransactionCoroutineExecute(dex-id-5bc828ba2ea77a9ed984f9935d099211cf6cd6e7:1)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.RoomDatabase$createConnectionManager$3.invoke(RoomDatabase.android.kt:338)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.RoomDatabase$createConnectionManager$3.invoke(RoomDatabase.android.kt:338)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection.withTransaction(PassthroughConnectionPool.kt:103)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt$performSuspending$lambda$1$$inlined$internalPerform$1.invokeSuspend(DBUtil.kt:59)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt$performSuspending$lambda$1$$inlined$internalPerform$1.invoke(DBUtil.kt:8)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt$performSuspending$lambda$1$$inlined$internalPerform$1.invoke(DBUtil.kt:4)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnectionPool.useConnection(PassthroughConnectionPool.kt:55)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.RoomConnectionManager.useConnection(RoomConnectionManager.android.kt:138)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.RoomDatabase.useConnection(RoomDatabase.android.kt:619)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt.performSuspending(DBUtil.android.kt:262)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil.performSuspending(dex-id-5bc828ba2ea77a9ed984f9935d099211cf6cd6e7:1)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at com.kaon.music.media.library.db.dao.LibrarySyncDao_Impl.upsertSongs(LibrarySyncDao_Impl.kt:225)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at com.kaon.music.media.library.db.dao.LibrarySyncDao.applyLibraryDiff$suspendImpl(LibrarySyncDao.kt:62)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at com.kaon.music.media.library.db.dao.LibrarySyncDao.applyLibraryDiff(LibrarySyncDao.kt:0)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at com.kaon.music.media.library.db.dao.LibrarySyncDao_Impl.access$applyLibraryDiff$s-863654436(LibrarySyncDao_Impl.kt:26)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at com.kaon.music.media.library.db.dao.LibrarySyncDao_Impl$applyLibraryDiff$2.invokeSuspend(LibrarySyncDao_Impl.kt:214)
07-11 21:18:22.722  4822  4866 E AndroidRuntime: 	at com.kaon.music.media.library.db.dao.LibrarySyncDao_Impl$applyLibraryDiff$2.invoke(LibrarySyncDao_Impl.kt:8)
07-11 21:18:22.725  4822  4866 E AndroidRuntime: 	at com.kaon.music.media.library.db.dao.LibrarySyncDao_Impl$applyLibraryDiff$2.invoke(LibrarySyncDao_Impl.kt:2)
07-11 21:18:22.725  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt$performInTransactionSuspending$2$invokeSuspend$$inlined$internalPerform$1$1.invokeSuspend(DBUtil.kt:60)
07-11 21:18:22.725  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt$performInTransactionSuspending$2$invokeSuspend$$inlined$internalPerform$1$1.invoke(DBUtil.kt:8)
07-11 21:18:22.725  4822  4866 E AndroidRuntime: 	at androidx.room.util.DBUtil__DBUtil_androidKt$performInTransactionSuspending$2$invokeSuspend$$inlined$internalPerform$1$1.invoke(DBUtil.kt:4)
07-11 21:18:22.725  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection.transaction(PassthroughConnectionPool.kt:127)
07-11 21:18:22.725  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection.access$transaction(PassthroughConnectionPool.kt:77)
07-11 21:18:22.725  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection$withTransaction$2.invokeSuspend(PassthroughConnectionPool.kt:103)
07-11 21:18:22.725  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection$withTransaction$2.invoke(PassthroughConnectionPool.kt:8)
07-11 21:18:22.725  4822  4866 E AndroidRuntime: 	at androidx.room.coroutines.PassthroughConnection$withTransaction$2.invoke(PassthroughConnectionPool.kt:2)
